date,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2021-03-04,0,20,6,0,1,,2,191,6,0,0,27,2,0,4,7,0,9,27,-1,0,0,0,27,0,26,27,1808,0,0,93,0,0,,0,46,2,0,0,0,134,0,107,0,3,,5,2,9,3,0,0,187,0,4,0,,9,38,49,9,0,0,8,2,3,0,,0,5,293,0,0,1,12,269,18,0,35,,0,8,1,1,0,0,17,1,152,0,113,176,78,24,39,0,19,339,1,67,40,0,4,,0,8,2,,12,53,2,0,14,0,13,4,,0,2,5,1,0,4,,0,0,822,,23,0,0,8,0,16,6,1,2,0,33,,0,0,0,12,9,0,0,52,,13,11,0,17,706,15,289,28,0,98,467,1,,,4,,0,,1,0,4,2,17,0,0,0,71,4,,14,96,8,3,254,5,0,2,13,6,5,0,0,0,0,,3,,0,32,68,0,0,202,17,242,1952,7,0,,,6,0,,2,1,5
2021-03-05,3,21,5,0,0,,0,140,7,1,0,17,3,0,6,6,0,9,19,1,0,0,0,28,0,28,0,1714,0,0,65,0,0,,0,41,0,0,0,0,90,0,111,1,0,,4,3,6,5,0,0,197,0,3,0,,11,38,45,7,0,0,14,0,10,0,,0,3,439,0,0,0,10,298,0,0,32,,0,20,0,0,1,0,0,0,143,0,108,129,81,30,9,0,12,297,7,55,29,0,3,,7,8,0,,14,52,0,0,3,1,9,5,,0,0,6,0,1,3,,0,0,712,,22,0,0,9,0,4,6,0,1,232,32,,0,0,0,3,11,0,0,38,,19,12,2,22,880,19,263,28,1,101,453,1,,,0,,0,,0,1,5,5,17,0,0,0,105,4,,0,104,5,0,637,4,0,0,26,10,4,0,0,0,0,,0,,0,24,62,0,0,181,10,236,1723,6,0,,,7,0,,3,4,1
2021-03-06,0,21,3,0,1,,0,86,4,0,0,25,3,0,1,10,0,9,25,0,0,0,0,18,0,0,0,1490,0,0,22,0,0,,0,21,0,0,0,0,80,0,112,1,0,,0,1,15,3,0,0,233,1,0,0,,12,23,38,0,3,0,7,4,16,0,,0,0,170,0,2,0,4,99,11,0,41,,0,12,0,0,0,1,16,1,146,0,100,128,82,11,14,0,22,307,3,40,38,0,1,,13,7,1,,7,42,0,0,0,0,18,0,,3,9,7,0,0,1,,0,0,779,,20,0,0,11,0,3,6,0,0,0,41,,0,0,0,10,9,0,0,39,,17,3,0,16,449,42,247,26,1,69,432,0,,,0,,0,,1,0,5,4,17,2,0,0,74,6,,20,81,2,2,0,0,0,0,0,8,4,1,0,0,0,,2,,0,37,64,1,0,165,14,158,1531,8,0,,,7,0,,2,3,1
2021-03-07,0,21,3,0,2,,0,10,2,1,0,19,3,0,3,11,0,9,21,0,0,0,0,16,0,0,0,1098,0,0,21,0,0,,0,26,2,0,0,0,69,0,91,0,0,,0,2,5,4,0,0,159,0,2,0,,10,19,41,13,0,0,9,0,9,0,,0,0,130,0,0,0,9,33,7,0,53,,0,6,2,0,1,0,13,0,108,0,97,112,93,24,3,0,35,207,7,24,35,0,2,,0,7,0,,8,33,0,0,37,0,7,0,,0,2,3,0,0,5,,0,0,247,,20,0,0,8,0,6,7,0,1,0,30,,0,0,5,5,10,0,8,22,,13,13,0,24,820,51,126,28,0,46,361,1,,,0,,0,,0,1,4,12,20,1,0,0,97,3,,8,31,8,0,0,9,0,0,0,7,5,0,0,0,0,,2,,0,34,65,0,0,110,12,82,711,6,0,,,6,0,,1,8,0
2021-03-08,2,17,5,0,1,,0,241,4,0,0,19,6,0,1,14,0,9,31,0,6,0,0,22,0,69,54,1122,0,0,150,0,0,,15,37,0,0,0,6,86,0,95,0,0,,0,2,19,2,0,1,165,0,2,0,,7,4,43,8,0,0,14,0,13,0,,0,7,359,1,1,1,15,252,0,0,39,,0,6,2,0,2,0,23,0,115,0,77,281,99,24,0,0,26,318,1,45,52,67,3,,15,6,2,,4,43,1,0,15,0,8,11,,0,1,8,0,0,0,,0,0,319,,18,0,1,18,0,1,5,0,1,1,28,,0,0,0,13,11,0,3,54,,17,11,0,25,402,5,32,25,1,63,371,0,,,3,,0,,0,0,6,6,17,0,0,0,85,6,,5,125,3,0,298,5,20,0,0,9,5,0,0,0,0,,0,,1,24,64,0,0,114,13,65,705,7,0,,,7,0,,2,8,2
2021-03-09,0,13,4,0,1,,1,131,7,0,0,25,3,4,1,13,0,8,35,1,0,0,0,13,0,48,0,1951,0,0,138,0,0,,0,28,0,0,0,2,19,0,78,0,0,,15,2,12,2,0,0,265,0,0,0,,12,26,44,8,0,0,2,0,9,0,,0,2,368,0,0,0,10,298,9,0,46,,0,14,0,0,1,0,14,0,158,0,133,210,81,22,30,0,16,376,6,58,59,0,7,,0,8,3,,6,45,1,0,9,0,5,5,,0,4,9,0,0,1,,0,0,866,,21,0,0,7,0,12,2,0,5,1,56,,0,1,0,6,22,0,3,43,,13,10,0,17,974,7,282,30,1,93,330,2,,,0,,0,,1,0,5,5,20,0,0,0,116,7,,12,103,3,0,291,4,0,0,39,10,6,0,0,0,0,,0,,0,43,66,0,0,82,10,231,1784,8,0,,,8,0,,1,5,2
2021-03-10,0,17,4,0,0,,1,107,5,0,0,19,7,0,2,7,0,8,20,0,0,0,0,26,0,37,0,2381,0,0,97,0,0,,0,31,1,0,0,1,24,0,97,0,0,,0,0,4,5,0,0,238,0,1,0,,7,36,46,6,0,0,8,0,15,0,,0,0,331,0,2,0,12,324,0,0,43,,0,29,4,2,1,0,4,1,179,0,126,175,61,27,47,0,17,332,3,54,60,0,12,,19,3,0,,21,46,0,0,33,0,10,5,,0,3,5,0,0,2,,0,0,702,,33,0,0,8,0,10,7,0,4,0,31,,0,0,2,5,16,0,3,53,,23,13,0,27,372,17,398,22,0,100,458,1,,,1,,0,,0,0,6,5,21,0,0,0,109,4,,8,109,4,0,234,0,0,0,46,12,5,0,0,0,0,,0,,0,24,67,0,0,227,8,190,1572,12,0,,,0,0,,7,3,0
2021-03-11,0,16,2,0,1,,0,134,2,0,0,22,5,0,2,6,0,7,23,0,0,0,0,19,0,28,11,2195,0,0,95,0,0,1,35,36,0,0,0,2,156,0,85,0,0,,0,3,10,4,0,2,239,0,2,0,,6,23,41,6,2,0,9,1,17,0,,0,0,265,0,0,0,9,262,0,0,51,,0,9,0,0,1,0,10,0,172,0,117,117,88,26,10,0,17,373,12,45,63,0,1,,0,4,4,,11,50,0,0,10,0,12,2,,0,1,9,0,1,4,,0,0,661,,37,0,1,13,0,7,4,1,2,0,50,,0,0,1,8,21,7,0,53,,18,15,5,24,621,63,376,18,0,96,451,2,,,0,,0,,0,0,6,6,24,0,0,0,98,10,,11,95,10,1,124,9,25,1,23,8,6,0,0,0,0,,1,,0,21,63,0,0,270,16,181,1574,5,0,,,16,0,,6,8,3
2021-03-12,3,16,3,0,2,,2,85,4,0,0,33,6,0,2,13,0,8,27,0,0,0,0,27,0,36,0,2122,0,0,102,1,0,0,0,33,0,0,0,1,89,0,92,0,0,,14,2,12,4,0,1,241,0,3,0,,9,65,45,5,0,0,9,0,27,0,,0,10,223,0,3,0,12,228,0,0,49,,0,15,1,1,0,0,14,0,130,0,140,180,53,25,9,1,13,380,5,58,55,0,2,,14,8,0,,9,48,0,0,8,0,10,6,,0,1,3,0,1,5,,0,0,699,,38,1,0,4,0,4,8,0,6,0,26,,0,0,0,8,15,0,0,46,,17,9,0,25,663,86,351,15,1,108,477,2,,,1,,0,,0,0,5,10,26,1,0,0,102,8,,0,69,5,1,173,5,0,0,35,7,5,0,0,0,0,,0,,0,16,66,0,0,239,9,175,1431,6,0,,,7,0,,12,1,4
2021-03-13,0,12,3,0,1,,2,68,10,1,0,25,8,0,1,12,0,9,24,0,0,0,0,14,0,0,0,1956,0,0,38,0,0,0,0,30,1,0,0,1,123,0,96,0,0,,0,0,23,1,0,2,218,5,3,0,,0,22,42,5,0,0,15,2,30,0,,0,0,169,0,0,0,9,21,23,1,52,,0,25,0,0,0,-1,6,0,163,0,161,100,73,23,16,0,8,317,4,51,61,0,7,,0,9,0,,11,56,0,0,0,0,16,0,,26,3,3,0,0,4,,1,0,639,,36,0,0,5,0,2,3,0,2,2,22,,0,0,1,4,20,0,0,32,,27,6,0,20,620,72,344,19,0,79,468,1,,,0,,0,,0,0,7,4,24,0,0,1,94,3,,11,82,2,0,0,1,0,0,0,12,4,0,0,0,1,,0,,0,30,65,0,0,250,10,121,997,9,0,,,8,0,,4,4,5
2021-03-14,3,15,2,1,1,,0,24,2,1,0,17,6,0,3,18,0,8,20,0,0,0,0,14,0,0,0,1070,0,0,51,0,0,0,0,29,0,0,0,1,100,0,97,0,0,,0,0,7,4,0,0,143,0,1,0,,9,21,44,5,0,0,9,0,10,0,,0,0,141,0,0,0,5,94,6,0,53,,0,-3,0,0,1,0,3,0,162,0,118,97,88,32,0,0,23,264,1,22,61,55,5,,0,7,3,,10,46,0,0,38,0,7,0,,0,0,4,0,0,1,,1,0,220,,36,0,0,7,0,5,3,1,0,0,23,,0,0,1,0,19,0,8,29,,13,7,0,20,644,63,110,15,1,44,389,4,,,3,,1,,0,0,4,8,25,0,0,0,88,5,,18,65,6,0,0,1,0,0,0,11,5,0,0,0,1,,2,,0,30,68,0,0,151,7,52,532,14,0,,,0,0,,6,5,2
2021-03-15,2,15,4,0,0,,0,166,10,0,0,19,4,1,1,26,1,8,104,0,0,0,0,16,0,138,23,1334,0,0,187,0,0,0,0,32,0,0,0,1,98,0,100,0,0,,0,2,8,3,0,2,153,0,2,0,,4,4,40,4,0,0,9,2,5,0,,0,14,333,0,5,0,2,238,6,0,46,,0,10,1,0,0,0,26,0,131,0,131,147,100,37,0,0,19,354,7,38,82,0,5,,27,7,0,,2,42,0,0,16,0,14,12,,8,2,3,0,3,3,,0,0,234,,39,0,0,7,0,10,0,0,7,0,18,,0,0,0,3,21,1,1,58,,25,11,5,41,798,8,28,10,1,82,400,2,,,4,,0,,0,0,6,15,28,0,0,0,77,4,,12,95,3,0,166,5,19,0,0,9,5,0,0,0,0,,1,,0,15,63,0,0,134,7,64,700,5,0,,,14,0,,9,6,1
2021-03-16,1,17,5,0,1,,0,200,12,1,0,33,12,0,2,26,1,9,27,0,0,0,0,23,0,53,0,2850,0,0,107,0,0,0,0,24,1,0,0,0,17,0,125,0,0,,24,1,12,3,0,0,278,5,2,0,,11,19,44,4,2,0,11,0,18,0,,0,1,408,0,0,0,8,252,7,0,59,,0,21,1,0,1,0,13,0,143,0,188,180,97,39,18,0,18,502,2,57,69,0,7,,8,7,2,,8,52,0,0,4,0,6,4,,1,4,5,0,1,3,,0,0,175,,33,0,0,15,0,4,7,1,9,0,32,,0,1,1,2,24,1,5,61,,21,4,0,37,845,11,372,13,1,133,437,0,,,0,,0,,0,0,5,3,31,1,0,0,64,3,,6,139,8,2,141,0,0,0,26,12,6,0,0,0,1,,1,,0,25,71,0,0,270,4,110,1261,8,0,,,7,0,,9,3,3
2021-03-17,0,15,3,0,0,,0,195,5,1,0,31,9,0,2,11,0,9,28,0,0,0,0,18,0,35,0,2661,0,0,136,0,0,0,0,35,1,0,0,1,27,0,130,0,0,,0,0,12,4,0,1,245,0,1,0,,11,41,47,4,0,0,6,0,19,0,,0,3,241,0,4,5,7,224,7,0,56,,0,20,2,2,1,0,17,0,195,0,172,162,65,33,14,0,9,431,13,43,56,0,12,,0,8,0,,12,62,0,0,16,0,11,7,,2,0,2,0,1,4,,1,0,789,,34,0,0,18,0,8,1,0,3,0,46,,0,0,2,9,24,7,3,61,,29,9,0,34,535,18,454,15,2,89,420,1,,,0,,0,,0,1,7,9,32,0,0,0,69,7,,7,74,2,0,228,5,0,0,56,11,10,0,0,0,2,,1,,0,34,73,0,0,296,8,141,1217,15,0,,,8,0,,6,3,1
2021-03-18,2,14,3,0,0,,0,155,19,0,0,26,7,0,2,16,0,9,24,0,0,0,0,13,0,57,11,2724,0,0,102,1,0,0,0,36,0,0,1,1,172,0,138,0,3,,0,1,17,4,1,0,215,4,1,0,,9,33,41,0,0,0,13,1,10,0,,0,1,268,0,0,2,9,225,0,0,45,,0,20,0,0,3,1,12,0,207,0,154,227,89,36,0,0,12,423,4,32,74,0,17,,0,8,0,,12,73,0,0,13,0,15,1,,1,3,3,0,1,2,,0,0,698,,36,0,0,9,0,3,4,1,6,1,33,,0,0,0,0,15,0,3,40,,15,7,5,32,470,21,356,21,0,90,451,1,,,0,,0,,0,1,6,5,30,0,0,0,76,3,,0,90,2,0,117,0,0,0,8,6,10,0,0,0,-1,,4,,0,27,81,0,0,276,10,95,1648,9,0,,,8,0,,10,5,1
2021-03-19,0,16,2,0,2,,0,90,19,1,0,42,11,0,2,18,0,9,26,0,9,0,0,13,0,44,0,2656,0,0,115,0,0,1,0,27,1,0,0,0,99,0,135,0,0,,10,1,17,3,0,0,214,0,0,0,,5,79,40,9,0,0,11,0,16,0,,0,0,285,0,1,0,9,207,8,0,64,,0,24,2,1,0,0,20,0,213,0,188,197,68,41,10,0,4,386,8,33,74,0,28,,29,8,2,,10,55,0,0,52,0,10,9,,2,1,2,1,1,1,,1,0,613,,29,0,0,6,0,7,3,0,3,1,46,,0,0,0,0,21,0,0,42,,21,10,5,42,1070,13,419,11,1,143,438,3,,,0,,0,,1,0,5,8,29,0,0,0,80,10,,22,311,3,0,0,7,0,0,26,8,11,0,0,0,1,,0,,0,16,87,0,0,267,4,100,1046,11,0,,,8,0,,10,3,1
2021-03-20,0,11,2,0,2,,1,41,12,0,0,28,14,0,5,26,0,9,0,0,0,0,0,10,0,0,0,2368,0,0,34,0,0,0,0,26,0,0,0,0,93,0,136,0,0,,0,1,10,5,0,0,199,0,2,0,,7,23,45,4,0,0,11,1,29,0,,0,0,176,0,0,0,8,98,3,0,60,,0,22,0,0,2,0,8,0,227,0,197,108,75,32,9,0,9,401,5,19,87,0,12,,0,5,3,,10,51,0,0,0,0,12,0,,5,1,4,0,0,5,,0,0,608,,30,0,0,10,0,8,3,0,6,0,16,,0,0,0,3,24,0,0,44,,27,7,0,33,661,30,352,8,1,112,386,0,,,0,,0,,1,0,6,4,31,0,0,0,84,6,,5,47,3,0,0,0,0,0,0,6,12,0,0,0,0,,0,,0,20,95,0,0,266,5,96,773,16,0,,,8,0,,4,0,0
2021-03-21,1,4,2,0,1,,0,28,16,0,0,22,12,0,2,22,0,9,57,0,0,0,0,9,0,0,0,1247,0,0,53,0,3,1,0,33,0,0,0,0,99,0,121,0,0,,0,3,20,2,1,1,137,0,1,1,,3,16,41,4,0,0,7,0,12,0,,0,0,138,0,0,1,9,49,9,0,41,,0,15,3,0,1,0,13,0,194,0,212,103,73,38,2,0,10,300,9,20,88,2291,17,,0,11,0,,5,42,0,0,19,0,12,0,,6,3,4,1,1,3,,0,0,209,,28,0,1,5,0,4,3,0,0,0,15,,0,0,0,0,25,0,2,20,,21,2,0,35,362,38,141,6,1,76,367,3,,,0,,0,,0,0,7,6,34,0,0,0,66,5,,10,29,1,0,0,2,27,0,0,7,10,0,0,0,0,,2,,0,20,102,1,0,170,5,33,790,16,0,,,10,0,1,14,1,2
2021-03-22,1,8,4,0,3,,0,126,12,0,0,15,15,2,2,30,1,9,21,0,0,0,0,14,0,165,27,1603,0,0,169,0,0,1,0,40,1,0,0,0,80,0,120,0,0,,0,2,13,3,0,1,143,0,2,0,,3,27,39,4,1,0,10,0,15,0,,0,3,343,0,2,0,10,253,0,0,69,,0,10,2,0,1,0,26,0,189,0,199,161,80,29,1,0,17,386,3,33,109,0,12,,0,7,0,,2,51,0,0,7,0,10,5,,4,2,5,0,3,1,,1,0,203,,31,0,0,9,0,2,1,0,2,3,15,,0,0,0,0,30,1,7,72,,31,8,0,39,542,4,65,16,1,60,355,2,,,0,,0,,0,0,4,3,32,0,0,0,60,4,,12,85,7,0,633,5,0,1,0,5,12,0,0,0,1,,0,,0,23,117,1,0,163,7,17,533,19,0,,,9,0,0,20,3,2
2021-03-23,2,11,5,0,0,,0,152,24,0,0,32,18,0,1,18,0,9,35,0,0,0,0,19,0,67,0,3147,0,0,119,0,0,1,0,19,3,0,0,1,25,0,126,0,0,,12,0,22,4,0,2,245,0,1,0,,8,26,43,3,0,0,12,0,19,0,,0,0,287,0,0,0,4,246,9,0,51,,0,20,0,1,2,0,20,1,252,0,275,154,74,30,22,0,13,551,6,53,92,0,25,,0,13,2,,12,42,5,0,51,0,15,7,,6,1,1,0,1,2,,0,0,809,,33,0,0,12,0,6,3,0,4,0,49,,0,1,0,1,25,0,4,30,,20,8,1,49,676,20,396,10,1,174,419,3,,,2,,0,,0,0,5,4,36,0,0,0,86,9,,12,55,3,0,201,1,17,0,53,12,8,0,0,0,1,,1,,1,41,138,0,0,341,6,112,945,16,1,,,9,0,0,14,3,2
2021-03-24,0,15,3,1,2,,0,123,14,0,0,30,20,0,4,25,0,9,23,1,0,0,0,14,0,62,0,2317,0,0,106,0,0,0,0,24,0,0,0,0,18,0,120,0,1,,0,2,20,4,3,1,203,0,1,0,,6,36,40,4,1,1,14,1,25,0,,0,1,245,0,1,0,8,229,0,0,67,,0,19,0,0,2,0,17,0,249,0,251,118,94,29,18,0,32,460,3,21,104,0,18,,59,10,2,,11,53,1,0,18,0,9,2,,2,6,2,0,0,2,,0,0,579,,38,1,0,4,0,11,2,0,4,1,32,,0,0,0,0,17,7,11,63,,23,5,2,51,707,47,579,11,3,137,393,2,,,1,,1,,1,0,6,3,37,0,0,0,71,9,,0,121,2,1,0,0,25,0,42,10,12,0,0,0,0,,0,,0,27,146,0,0,350,5,98,1535,16,0,,,10,0,1,15,2,0
2021-03-25,1,13,2,0,0,,0,146,18,0,0,27,17,0,1,34,0,9,30,0,0,0,0,24,0,77,21,2654,0,0,99,0,0,0,0,31,1,0,0,0,122,0,125,0,0,,0,5,10,3,0,2,192,0,5,0,,6,42,48,0,0,1,13,0,23,0,,0,6,225,0,0,0,10,185,3,0,52,,0,16,0,5,3,0,21,0,272,0,257,98,97,33,3,0,9,460,1,27,96,0,26,,0,2,0,,13,61,0,0,9,0,11,8,,6,3,2,0,3,1,,0,0,584,,41,0,0,6,0,2,1,0,0,0,26,,0,0,0,5,29,0,6,63,,20,8,0,41,706,56,520,9,3,140,386,1,,,0,,0,,2,0,6,5,36,2,0,0,52,4,,18,163,7,1,676,2,0,0,16,12,11,0,0,0,0,,2,,0,26,157,0,0,369,10,63,1358,13,1,,,11,0,1,10,4,2
2021-03-26,0,8,3,0,0,,0,143,18,0,0,22,24,0,4,33,1,9,36,0,0,0,0,12,0,76,0,3510,0,0,89,0,0,3,120,36,1,0,0,0,63,0,126,0,0,,23,0,16,5,1,0,189,0,2,2,,3,50,36,6,0,0,11,0,28,0,,0,2,897,0,0,2,6,159,3,0,53,,0,10,3,0,2,0,9,1,275,0,291,85,81,29,20,1,2,457,11,33,97,0,6,,0,12,0,,3,49,0,0,11,0,8,2,,9,4,1,0,1,4,,1,0,651,,43,0,0,4,0,5,5,1,2,4,24,,0,0,0,3,33,0,0,67,,16,14,0,48,876,54,445,5,1,116,400,2,,,0,,0,,2,0,7,3,0,0,0,0,60,10,,0,67,5,0,590,3,0,0,29,4,10,0,0,0,0,,0,,0,21,153,0,1,331,6,70,1168,19,0,,,11,0,0,10,3,0
2021-03-27,2,12,3,1,1,,0,133,16,0,0,31,19,0,1,39,0,9,18,0,0,0,0,22,0,0,0,3409,0,0,49,0,0,0,0,26,0,0,0,2,66,0,145,0,0,,0,3,18,1,2,0,139,8,2,0,,4,47,41,2,0,0,13,0,15,0,,0,0,190,0,2,0,8,87,0,0,72,,0,19,0,0,0,0,21,0,253,0,312,198,85,20,2,0,0,380,9,32,98,0,6,,0,9,1,,5,45,0,0,0,0,10,0,,3,1,2,0,0,3,,0,0,567,,40,0,0,7,0,5,4,1,4,3,29,,0,0,0,2,35,0,0,57,,20,3,0,45,498,10,448,8,2,162,382,1,,,0,,0,,0,0,6,3,76,0,0,0,53,3,,17,46,1,0,0,1,0,0,0,10,11,0,0,0,1,,0,,1,21,151,0,0,295,5,58,814,26,1,,,12,0,1,12,4,1
2021-03-28,1,6,3,0,0,,0,81,14,0,0,25,27,0,0,35,0,8,27,0,0,0,0,21,0,0,0,1582,0,0,60,0,0,2,0,28,0,0,0,2,101,0,165,0,0,,0,5,21,1,0,2,96,5,1,1,,2,59,37,2,0,0,8,1,17,0,,0,0,131,0,0,0,5,44,0,0,54,,0,8,4,0,2,1,1,0,220,0,291,85,89,35,13,2,20,297,4,29,82,110,13,,0,7,0,,6,38,0,0,16,0,12,0,,6,1,4,0,3,2,,0,0,194,,42,0,1,4,0,0,2,0,1,0,15,,0,0,0,7,33,0,11,41,,24,10,6,60,989,11,131,10,0,117,331,0,,,0,,0,,0,0,7,3,39,0,0,0,70,7,,8,15,4,0,0,3,0,0,0,9,12,0,0,0,1,,0,,0,30,153,0,0,208,4,19,450,14,1,,,10,0,0,19,2,1
2021-03-29,2,6,4,0,1,,0,162,12,0,0,19,22,0,2,45,0,8,24,0,0,0,0,25,0,207,62,2013,0,0,203,0,0,1,0,20,0,0,0,2,316,0,124,0,0,,0,2,18,2,3,2,162,0,1,1,,3,8,32,3,0,0,11,0,24,0,,0,5,360,0,3,1,14,180,0,0,65,,0,7,3,0,2,0,27,0,189,0,271,132,81,37,1,0,12,417,16,29,97,0,18,,41,12,2,,5,40,0,0,35,0,9,3,,7,0,5,0,5,1,,1,0,209,,42,0,0,11,0,9,0,0,4,0,10,,0,0,0,1,41,4,1,100,,18,3,4,50,668,16,48,6,2,120,290,4,,,0,,0,,0,0,6,7,0,2,0,0,46,6,,14,47,3,0,189,5,0,0,0,7,8,0,0,0,0,,0,,0,25,154,0,0,181,5,23,654,13,0,,,12,0,0,12,0,0
2021-03-30,4,11,5,0,2,,0,125,21,3,0,33,25,0,2,45,1,10,45,0,0,0,0,28,0,92,0,3655,0,0,155,1,0,0,0,26,3,0,3,0,37,0,176,0,0,,26,3,17,4,0,2,186,4,2,1,,10,34,42,3,0,0,17,0,16,0,,0,4,381,0,0,1,8,250,0,0,72,,0,14,2,0,2,-1,14,0,274,0,354,173,91,37,14,0,-4,529,1,33,96,0,12,,14,10,1,,10,48,0,0,5,0,6,2,,9,2,4,0,0,2,,0,0,801,,46,0,0,10,0,6,5,0,7,3,34,,0,1,1,7,33,1,7,78,,15,6,7,48,524,5,460,2,3,175,404,1,,,1,,0,,0,0,7,5,80,0,0,0,82,16,,11,78,2,0,106,0,13,0,28,14,7,0,0,0,0,,2,,0,28,155,0,0,291,6,55,925,25,2,,,12,0,0,19,2,0
2021-03-31,8,8,4,0,1,,0,122,18,1,0,31,29,0,4,52,0,10,50,0,0,0,0,18,0,80,0,3925,0,0,129,0,0,0,0,33,0,0,0,0,28,0,167,0,0,,0,2,19,3,2,2,199,0,2,1,,8,67,39,0,0,1,6,0,24,0,,0,18,303,0,4,0,5,200,3,0,76,,0,17,0,2,0,1,6,0,302,0,459,104,96,37,6,0,16,467,9,49,111,0,6,,0,5,2,,6,50,0,0,9,0,8,3,,15,1,8,1,1,2,,0,2,577,,45,0,2,8,0,5,6,0,3,0,29,,0,0,0,1,32,12,9,96,,13,5,4,45,954,106,653,3,2,129,402,1,,,1,,0,,0,0,6,2,38,0,0,0,95,7,,8,58,4,1,154,2,22,0,35,12,11,0,0,0,0,,0,,0,24,152,0,0,413,5,43,1101,21,1,,,13,0,0,6,6,3
2021-04-01,5,6,3,0,1,,0,83,18,0,0,29,26,0,2,59,0,10,29,0,3,0,0,23,0,76,23,3655,0,0,116,3,0,3,130,43,1,0,5,0,193,0,192,0,0,,0,0,20,1,3,0,165,2,4,1,,5,30,46,0,1,0,6,1,25,0,,0,2,308,0,0,0,7,234,0,0,67,,0,20,2,0,2,0,17,0,258,0,469,196,94,37,18,0,11,501,3,18,82,0,14,,26,6,0,,14,52,0,0,13,0,9,3,,15,1,6,0,1,2,,0,0,454,,43,0,0,12,0,7,0,0,5,1,21,,0,0,1,1,29,0,3,83,,18,5,0,44,690,6,620,11,4,136,375,1,,,1,,0,,0,0,7,3,37,1,0,0,71,7,,8,51,2,3,82,3,0,0,33,11,9,0,0,0,0,,1,,3,31,176,0,0,429,2,51,1123,35,1,,,13,0,0,18,4,0
2021-04-02,6,6,3,1,0,,0,82,19,0,0,29,24,0,4,50,0,10,38,0,0,0,0,25,0,88,0,2801,0,0,125,1,0,2,0,29,2,0,0,0,93,0,163,0,0,,0,6,29,4,4,4,179,0,1,1,,4,33,43,11,0,0,14,0,25,0,,0,0,332,0,1,0,13,117,1,0,72,,0,15,1,2,2,0,0,0,267,0,714,97,117,30,8,0,0,481,8,22,99,0,19,,0,8,0,,9,60,0,0,4,0,11,1,,11,1,5,0,4,1,,0,0,190,,45,0,2,10,0,10,3,0,3,0,16,,0,0,0,0,50,0,0,84,,16,7,0,44,592,17,500,9,3,145,392,2,,,0,,0,,0,0,8,2,39,1,0,0,87,9,,0,49,3,0,0,0,0,0,0,5,14,0,0,0,0,,0,,0,47,179,0,0,441,3,52,901,32,0,,,14,0,0,10,3,1
