date,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-10-01,17,157,160,0,142,0,0,14001,491,35,13,873,80,0,510,1508,3,388,2607,0,0,0,0,405,0,280,0,35783,0,0,0,32,2,1,0,1847,102,0,0,3,1759,12,5660,5,0,,1068,31,234,73,7,12,3492,26,398,1,1,519,1537,119,98,15,6,79,18,730,5,0,0,111,13025,0,0,5,448,2626,30,14,411,0,0,663,0,0,35,26,698,10,848,41,81484,4174,3825,4493,442,0,7731,2548,73,633,1276,251,184,,43,494,172,0,44,1248,44,4,683,1,91,86,0,46,6,260,63,13,37,,3,0,5099,,1022,1,0,215,0,2391,160,1010,108,1911,3253,0,0,0,0,153,161,122,0,625,,423,747,5,1041,3061,2385,1967,854,199,2086,8835,3,0,0,0,0,0,,1,0,492,37,111,1,7,19,797,175,,5,1745,63,0,9419,2,7,14,752,550,47,1,43,0,5,0,25,,39,0,1407,1,158,4179,1158,6914,46301,15,473,,0,907,1,,5,43,12
2020-10-02,5,159,157,60,97,0,5,14687,532,40,12,688,144,97,429,1396,0,402,3175,88,0,0,1,503,0,226,0,32818,0,0,503,35,3,0,86,2241,79,2,0,8,1840,10,6193,0,0,,1001,38,333,48,12,17,3796,44,536,0,0,622,950,149,94,0,0,57,21,890,0,0,0,141,12324,112,31,1,453,2835,38,6,460,0,0,681,83,38,39,0,671,7,1322,40,79476,4317,3552,4785,466,1,7058,2499,149,542,549,298,210,,42,411,215,0,77,1291,41,0,509,1,171,114,0,39,4,287,44,25,44,,6,4,4775,,952,2,0,703,0,2521,91,1142,107,2722,3831,0,1,0,1,126,225,135,0,553,,444,620,0,885,3468,2599,2292,888,205,2343,9294,4,0,0,0,0,0,,0,0,481,32,73,0,14,10,679,238,,0,1749,75,11,11325,6,4,8,668,552,42,2,42,0,6,0,9,,59,1308,1442,5,204,4751,1181,6980,53250,36,264,,0,791,1,,1,28,8
2020-10-03,7,152,148,0,159,0,1,11129,543,36,14,1058,108,112,507,1182,3,431,3389,0,0,0,0,350,3,0,0,23008,0,0,182,31,0,0,0,1354,91,0,16,3,1881,16,6615,3,0,,1353,56,241,62,18,17,2554,23,370,1,0,576,817,109,89,0,17,70,9,872,1,0,0,147,16514,0,0,5,471,1653,109,12,267,0,0,658,0,0,0,26,519,4,1086,63,75829,4007,3523,3672,605,1,2593,2843,91,574,1099,228,261,,53,371,128,0,74,1321,0,0,370,3,125,0,0,36,0,317,67,14,65,,6,0,4863,,872,1,0,244,0,2663,70,978,92,2120,3971,0,5,0,2,160,239,78,0,632,,312,691,1,768,3267,2652,2367,963,175,2064,9735,5,0,0,0,0,0,,0,2,419,17,107,0,7,6,704,227,,0,1883,64,0,0,7,1,25,0,0,40,0,41,0,8,0,22,,86,1223,1502,0,171,4785,1231,12872,49154,25,784,,0,826,0,,1,144,27
2020-10-04,44,149,141,0,32,0,0,7668,571,5,13,714,130,77,352,1125,3,0,2612,51,0,0,15,299,0,379,0,8715,0,0,69,13,0,0,0,2111,64,0,0,3,1708,20,6905,0,0,,0,33,258,29,23,22,1841,8,378,1,0,554,683,108,92,0,0,30,39,959,1,0,0,147,12504,0,0,4,554,1546,26,4,229,0,0,215,19,0,125,0,841,5,858,49,74442,3992,3653,3210,364,0,2937,2578,100,400,891,264,243,,56,567,244,0,67,988,3,4,722,3,105,0,0,29,3,293,65,14,66,,3,0,3712,,691,0,1,193,0,2044,147,1291,54,2253,4004,0,1,0,0,58,188,95,2685,0,,420,633,0,730,0,3167,1934,904,159,1835,10376,14,0,0,0,0,0,,0,0,390,26,59,0,10,12,818,168,,152,1573,73,11,0,7,2,17,0,0,37,0,43,0,2,0,14,,48,1286,1429,0,146,4263,1041,22961,33054,23,374,,0,788,0,,0,78,3
2020-10-05,81,144,134,260,128,0,0,11242,181,15,25,750,97,43,454,1442,1,844,1968,65,0,0,1,239,0,95,0,26053,0,0,283,17,1,2,0,2537,73,0,0,6,1567,12,7106,0,0,,1947,3,138,36,10,13,3120,18,377,2,0,574,305,98,89,0,0,10,10,618,1,0,0,164,5375,264,11,0,578,3100,0,0,300,0,0,219,46,23,95,27,391,11,905,59,61267,3622,3902,3808,517,2,5721,2257,117,279,1824,96,22,,41,567,207,0,40,1175,0,1,628,1,99,216,0,12,8,432,37,5,57,,3,2,28115,,322,1,1,232,0,1423,100,987,28,2440,4586,0,3,0,0,120,83,148,544,1111,,459,633,0,533,6605,2265,2006,734,194,1591,10757,1,0,0,0,0,0,,0,0,379,28,51,0,0,7,353,175,,0,926,75,0,23480,111,0,13,0,1548,45,1,40,0,5,0,10,,4,0,1603,0,157,3905,932,12601,37458,10,334,,0,683,1,,0,37,10
2020-10-06,64,158,129,0,195,0,0,14740,406,14,8,923,143,107,360,1499,0,394,2088,47,0,0,1,361,17,261,0,31526,0,0,436,13,0,0,0,2009,85,0,7,15,1560,7,7650,4,0,,1013,18,287,38,14,23,4456,11,322,2,0,317,717,121,95,7,0,42,19,566,0,0,0,227,11310,0,0,19,549,2454,0,5,399,0,0,688,63,0,0,0,642,8,818,101,72049,4056,4151,4172,424,1,4724,2677,97,500,1537,60,137,,34,676,164,0,68,1261,0,6,1031,3,80,54,0,30,2,691,54,6,47,,6,8,4828,,831,1,0,225,0,2553,102,1252,19,1551,4531,0,3,94,0,118,223,179,834,624,,475,683,1,932,1830,2071,2236,427,251,2121,11481,6,0,0,0,0,0,,1,1,477,19,120,0,8,11,320,91,,0,1027,114,8,11998,739,8,11,1862,700,46,3,39,0,10,0,17,,79,0,1511,0,117,4482,1061,14551,44239,22,397,,0,679,1,,6,81,17
2020-10-07,62,162,121,198,0,0,1,16447,672,25,25,1029,182,154,456,1520,3,415,3577,67,54,0,4,238,0,365,0,30938,0,0,437,25,1,1,0,1700,106,0,0,13,1134,9,7876,0,0,,1355,32,363,15,29,29,5338,15,331,0,0,777,1475,133,103,0,0,56,19,892,1,0,0,120,18823,130,7,0,508,4010,0,8,406,1,0,834,0,0,104,0,354,11,816,91,78524,4538,4019,3923,611,0,4165,3677,82,506,1199,335,321,,49,475,298,0,67,1459,84,0,1045,1,115,140,0,33,7,489,35,15,68,,6,0,4580,,1062,3,0,210,0,2776,96,1400,41,3439,4998,0,3,0,0,155,317,229,817,583,,408,698,0,788,2930,2804,3003,944,238,2958,10981,10,0,0,0,0,0,,0,0,468,33,121,4,10,10,877,356,,0,1913,69,14,10491,207,0,14,532,1077,47,2,40,0,15,0,17,,41,2312,1581,0,178,4887,1046,14165,49359,29,236,,0,608,1,,2,54,4
2020-10-08,68,169,138,0,233,0,3,15454,718,17,20,1209,191,0,490,1441,0,477,5728,63,0,1,0,263,0,453,47,26830,0,0,516,19,0,0,279,2369,93,1,1,11,1576,23,8495,4,0,,1331,47,542,19,27,21,5397,18,446,0,0,724,1514,121,105,10,7,45,15,902,1,0,0,296,17340,62,0,4,472,4804,118,7,434,0,0,776,38,0,37,19,656,18,932,95,70496,4850,4392,3522,502,0,3755,4458,82,627,1317,358,271,,33,698,245,0,109,1367,19,0,779,3,142,100,0,21,6,375,86,25,64,,5,0,5300,,1121,2,0,210,0,2929,145,1012,67,4364,5823,0,2,0,1,103,364,208,664,661,,416,754,8,881,2733,2232,4280,1278,213,3130,11345,2,0,0,1,0,0,,1,7,421,16,151,1,6,9,1037,387,,0,1736,54,1,12423,29,2,25,855,1172,62,1,41,0,7,0,9,,76,2357,1615,0,182,5545,1089,17541,57777,20,447,,0,615,1,,1,77,32
2020-10-09,77,167,146,128,73,0,0,15099,614,17,18,1131,215,0,438,1278,1,489,5385,54,0,2,2,257,7,389,0,27733,0,0,612,13,0,2,0,2933,92,6,0,12,1753,15,8121,0,29,,1225,54,457,26,17,21,8617,13,482,0,1,585,803,106,109,1,0,49,12,865,0,0,0,235,20697,334,20,4,527,4554,40,16,391,1,0,455,53,0,29,16,880,8,1176,106,73272,4094,4142,3214,617,0,2963,5372,90,603,1246,348,442,,79,635,275,0,137,1426,14,6,1076,3,133,141,0,22,4,354,66,13,75,,8,0,5532,,918,4,0,344,0,3445,103,1461,48,2059,5975,0,4,0,0,151,386,167,0,671,,408,787,0,959,2952,2901,4739,1394,206,3186,11969,5,0,0,0,0,0,,0,1,407,23,173,0,2,10,1184,365,,0,1461,72,12,12788,35,3,14,919,1487,50,3,42,0,6,0,14,,58,0,1629,0,96,5961,1075,13864,55284,25,316,,0,677,5,,1,38,43
2020-10-10,10,165,136,0,215,0,0,12414,649,21,19,1235,233,310,427,1203,2,0,7950,0,0,0,0,237,0,428,0,23744,0,0,448,17,2,0,0,1955,104,1,1,17,1826,21,8447,0,0,,1386,92,486,5,22,33,4631,6,444,0,0,557,980,125,119,0,9,37,16,767,0,0,0,269,26677,0,0,7,519,2968,18,8,306,0,0,609,42,0,47,0,594,6,1374,87,74383,4294,3875,2344,1011,0,916,5724,196,678,1235,335,538,,80,492,307,0,89,1388,0,0,318,6,204,154,0,26,8,374,51,25,100,,2,0,4308,,929,0,0,293,0,3443,102,2158,62,5008,6503,0,1,0,0,111,392,78,0,666,,281,825,0,703,7474,2156,5300,1646,178,3517,12673,2,0,0,1,0,0,,14,0,405,31,168,0,5,7,1887,380,,102,2544,58,0,0,105,9,17,0,0,57,0,40,0,6,0,14,,22,4360,1649,1,163,5901,1129,15165,55096,17,434,,0,757,2,,0,76,16
2020-10-11,96,168,132,0,120,0,0,10324,715,6,22,896,230,55,327,1193,2,1063,5327,104,0,0,3,111,0,302,0,12191,0,0,83,0,7,0,0,1774,159,0,0,13,1776,27,8569,0,0,,0,26,508,30,12,35,3105,10,340,0,0,463,205,129,126,0,0,19,9,866,0,0,0,149,15994,0,0,4,523,2846,0,9,280,0,0,171,26,0,64,6,935,7,1068,66,66732,4497,3822,2206,814,1,1646,5456,159,436,928,352,388,,49,548,306,0,74,1010,5,3,1026,5,160,208,0,16,0,561,35,13,95,,0,0,3175,,389,1,3,228,0,2563,157,1910,45,2071,6376,0,0,0,0,163,382,58,1761,385,,354,647,5,697,3283,2415,4178,1090,207,2880,13442,4,0,0,0,0,0,,0,7,323,24,102,0,6,10,1054,411,,17,1575,97,16,0,124,3,16,0,0,45,0,43,0,2,0,5,,0,1297,1502,0,100,4960,1096,12872,46204,26,322,,0,684,2,,1,43,1
2020-10-12,71,171,253,299,122,0,0,9524,370,3,25,979,122,85,334,1472,0,464,3622,38,0,0,0,121,0,190,296,8636,0,0,587,23,1,0,0,928,83,0,0,4,1461,7,7768,0,0,,1784,1,181,22,2,0,4311,17,389,3,0,366,282,132,139,3,0,18,14,841,0,0,0,214,8715,497,25,4,478,6541,25,1,294,0,1,111,40,4,52,22,332,11,1173,56,55342,3267,4206,3107,823,0,3169,4619,95,278,1147,108,73,,68,777,298,0,95,1056,0,7,1109,0,126,9,0,8,3,563,49,10,68,,4,9,3542,,467,2,2,181,0,1357,87,1340,53,4047,6845,0,1,0,1,164,176,115,685,531,,385,489,11,669,1800,3475,4394,1249,206,2069,13406,9,0,0,0,0,0,,0,0,348,24,67,0,0,4,504,169,2,0,888,102,10,27856,92,6,7,0,4068,56,2,42,0,5,1,9,,73,0,1614,0,63,4606,1064,14010,43805,19,221,,7,619,1,,0,91,10
2020-10-13,58,182,74,0,192,0,0,13305,745,32,27,1028,277,0,324,1537,2,526,7360,16,0,1,4,227,0,336,0,13359,0,0,785,11,4,0,0,4245,99,0,0,13,1448,20,5014,1,0,,1015,28,372,17,34,61,8326,4,290,2,0,165,856,139,145,0,0,25,13,582,0,0,0,287,13626,0,0,0,569,4464,96,13,408,0,0,554,72,0,44,0,439,8,1025,86,63509,3906,4108,3921,808,0,2336,5898,97,498,2054,74,318,,98,844,343,0,75,1245,17,0,1164,14,118,109,0,28,3,660,50,1,93,,11,3,4295,,657,5,0,218,0,3185,170,1123,11,3556,7387,0,2,89,1,225,80,154,638,615,,516,494,0,853,2803,1897,5068,1208,214,3109,13690,3,0,0,0,0,0,,0,0,474,15,152,0,3,4,571,399,0,0,1178,84,11,7118,194,0,14,2203,1445,52,1,38,0,2,0,23,,11,0,1632,0,81,5311,1315,17236,49579,24,323,,0,635,3,,1,38,15
2020-10-14,66,203,185,195,166,0,1,14932,1058,26,20,1346,369,28,349,1684,5,597,8271,34,67,0,3,219,2,482,0,27844,0,1,819,0,0,0,238,2469,117,4,1,8,1092,11,6061,0,38,,1542,34,748,18,26,0,9543,63,492,12,0,654,912,128,286,2,0,39,19,712,1,0,0,204,22643,322,9,6,680,7173,0,17,435,0,0,714,54,0,24,5,606,0,920,89,67708,4127,4830,3857,1084,2,2117,7332,79,552,2423,404,604,,80,532,330,0,102,1377,11,2,836,13,137,190,0,0,2,660,69,55,111,,7,0,4056,,1149,7,0,193,0,3387,134,888,69,2638,7297,0,2,0,2,179,443,160,563,755,,458,832,13,648,0,1823,6526,2072,198,4016,14041,32,0,0,2,0,0,,6,0,501,24,245,0,6,5,1494,707,0,0,1877,99,0,11970,132,6,11,678,2823,57,0,37,0,9,0,11,,27,2234,1671,0,124,5780,1431,19728,57859,51,308,,0,614,9,,0,29,19
2020-10-15,32,257,193,0,250,0,0,17096,1371,30,14,1552,530,194,333,1600,3,613,10448,63,18,0,0,178,0,569,399,30426,0,0,914,30,0,0,0,2476,73,0,0,21,1124,24,6823,0,0,,1372,40,793,27,28,83,9720,0,430,3,1,404,1277,118,295,0,8,33,18,739,2,0,0,241,29757,0,0,2,919,7620,47,15,452,0,0,671,67,0,31,21,631,12,950,80,63371,4411,4616,3587,1186,0,1612,8803,78,708,2459,110,602,,77,746,388,0,114,1499,0,0,855,8,255,214,0,0,7,589,51,16,112,,13,8,5514,,652,5,0,211,0,3317,145,1026,34,3749,7799,0,4,0,2,148,534,184,520,659,,442,755,0,751,5766,2162,8099,2101,200,4013,13556,13,0,0,0,0,0,,0,0,472,17,203,1,8,3,1960,745,1,0,1770,47,9,13318,74,0,11,1075,2613,48,1,39,0,13,0,13,,40,0,1693,0,48,5260,1398,18981,64240,29,328,,7,464,2,,0,43,20
2020-10-16,47,289,221,187,126,0,0,16546,1465,4,7,1163,509,132,371,1527,1,658,10192,46,0,0,0,243,0,621,1328,28596,0,0,998,8,2,0,0,2645,82,8,0,11,1694,13,8372,6,0,,1196,18,1131,56,25,51,11102,64,418,6,0,384,1299,126,204,0,0,37,13,665,2,0,0,189,25410,224,12,5,887,7695,0,13,503,0,0,666,107,0,52,0,602,7,1293,92,62212,4301,4552,3501,998,0,1500,10009,65,639,1539,433,437,,104,729,431,0,148,1368,0,0,1169,17,281,227,0,0,6,629,41,10,122,,18,2,6751,,784,2,0,609,0,3498,75,1137,112,4392,7993,0,3,0,2,212,437,135,0,575,,334,615,0,886,0,3052,7705,2608,189,4026,14937,12,0,0,1,0,1,,9,3,433,20,265,0,2,9,2111,834,0,0,2019,73,10,15186,110,3,19,793,3105,56,4,38,0,4,0,31,,47,0,1812,1,217,6205,1412,15635,69230,33,310,,0,289,0,,2,0,24
2020-10-17,68,273,205,0,240,0,7,13510,1540,15,12,1747,528,111,246,1209,0,671,10964,47,0,0,9,148,0,716,0,20776,0,0,603,0,5,0,0,1196,112,0,0,4,1813,13,7017,0,0,,1166,26,1096,52,17,198,8715,1,500,3,0,475,763,138,191,2,30,35,19,600,1,0,0,160,32139,0,0,0,958,4862,59,14,482,0,2,597,116,0,38,17,903,17,1791,69,61871,4301,4103,3221,1251,0,411,10925,63,623,1505,258,616,,148,739,470,0,188,1171,0,5,0,18,228,0,0,56,10,869,24,1,204,,4,0,5447,,792,5,0,146,0,3763,95,1387,48,3167,8117,0,3,0,0,113,594,97,0,567,,312,609,3,533,2677,2588,9622,2153,235,3952,14703,6,0,0,1,0,2,,3,0,359,24,227,0,2,3,1995,899,0,0,1928,91,0,0,121,0,10,0,0,46,0,40,0,10,0,22,,40,5752,1723,1,121,6629,1538,16171,54857,51,221,,1,531,2,,0,130,11
2020-10-18,59,281,199,0,160,0,0,10561,1694,18,9,1672,647,75,331,1274,2,635,9138,38,0,0,2,61,0,551,0,12051,0,0,395,38,6,0,0,2336,114,0,0,14,1757,13,7201,0,0,,0,22,819,50,29,0,5058,6,451,7,0,422,867,127,210,0,0,26,15,703,2,0,0,131,29837,0,0,0,1192,4007,78,13,438,0,0,332,40,0,24,0,831,4,1474,57,55722,4105,3890,3110,1284,0,922,11705,79,430,1520,301,685,,137,663,554,0,58,1002,0,0,945,6,253,417,0,0,5,871,32,9,142,,1,0,4119,,398,5,4,188,0,2721,159,1150,30,2942,8186,0,0,0,1,133,427,88,1657,433,,389,638,0,709,3132,2280,8536,1856,204,3920,14804,3,0,0,0,0,0,,0,1,348,26,214,0,3,7,1567,726,0,0,1662,76,25,0,63,11,7,0,0,44,0,41,0,7,0,8,,16,0,1815,0,135,5445,1215,16981,52220,30,315,,0,347,8,,1,64,37
2020-10-19,87,295,214,246,207,0,0,12982,766,12,6,1121,331,70,322,1637,1,592,8227,20,0,0,3,119,0,549,367,16579,0,0,1024,6,7,2,65,3115,48,2,1,11,1545,19,6311,0,0,,1561,1,393,38,7,265,8077,46,452,10,0,320,134,123,160,0,0,7,8,723,0,0,0,131,13538,751,3,0,1186,8397,62,6,432,0,0,239,0,14,31,0,956,15,1478,46,46790,3373,4251,4044,1031,0,1517,9337,47,316,1364,153,195,,118,686,482,0,44,658,0,3,1159,2,207,122,0,0,3,865,22,19,109,,13,2,3699,,252,3,2,145,0,2117,214,1180,33,3790,7995,0,1,0,1,118,160,146,641,582,,481,436,0,728,3126,2551,7482,1949,240,2466,15843,18,0,0,3,0,0,,0,0,381,14,122,0,1,4,860,537,0,26,1461,58,5,37889,87,13,3,0,8737,57,5,38,0,5,0,14,,1,2185,2026,0,101,4986,915,18822,68637,29,399,,0,0,6,1,0,44,12
2020-10-20,88,301,213,0,220,0,0,16337,1234,21,38,1524,584,150,309,1380,0,619,9679,53,0,3,1,147,0,728,0,23766,0,0,1336,19,1,1,64,2489,101,0,2,9,1173,11,8256,2,0,,847,18,890,47,8,43,11984,14,529,30,0,306,692,158,149,4,0,42,12,630,3,0,0,294,20376,0,0,6,1194,8523,89,31,667,0,0,620,20,0,31,0,851,5,989,92,54044,3602,5039,3920,1263,0,1193,10871,53,481,2035,130,571,,130,886,384,0,115,1392,85,1,957,30,203,231,0,0,1,862,39,4,134,,13,0,5788,,656,3,1,132,0,3254,110,1297,41,3093,8165,0,25,81,1,72,408,169,439,710,,513,558,0,621,2201,1606,9291,1876,273,3400,16108,4,0,0,0,0,1,,5,0,385,27,326,0,5,6,774,794,0,0,1050,91,0,13873,186,0,11,3180,3008,46,3,40,0,9,0,33,,35,1723,1894,0,97,5680,1077,21331,61810,63,308,,0,1008,1,0,1,85,28
2020-10-21,0,297,252,188,289,0,3,18326,1836,14,15,1958,714,128,374,1545,0,733,13227,51,61,0,1,191,0,926,0,25856,0,0,1472,0,0,0,0,2596,132,0,0,5,1159,14,7561,0,0,,1503,21,1424,63,26,152,14969,0,630,13,0,425,1510,178,145,0,0,44,5,628,0,0,1,222,26797,613,17,2,1351,12331,0,13,865,0,0,196,61,0,54,51,846,8,1423,37,55839,4267,5616,3667,1166,0,1172,15199,71,615,2648,363,497,,124,813,549,1,188,1241,0,3,719,31,313,430,0,0,3,732,45,17,155,,4,0,6845,,833,2,1,177,0,3577,141,1194,39,5743,8756,0,2,0,2,37,640,192,451,736,,499,696,0,746,3242,1468,10040,2535,266,4848,15444,16,0,0,2,0,0,,5,2,405,25,512,0,1,12,2240,1509,0,0,2055,119,23,16973,167,4,6,975,5596,44,1,41,0,9,0,16,,59,1442,2013,0,145,6975,1538,26694,60735,40,179,,0,391,3,0,0,18,28
2020-10-22,49,302,276,0,244,0,0,16325,2306,20,18,2435,825,84,304,1696,2,738,16746,58,0,0,4,217,0,999,314,24764,0,1,1595,8,1,0,0,2480,89,1,4,6,1494,18,8673,13,0,,1191,27,1563,53,19,127,14150,31,760,10,0,475,826,177,142,0,5,76,9,575,2,0,0,184,40813,0,0,2,1595,5952,77,9,882,1,0,757,36,0,27,3,431,11,2032,38,54366,4432,5471,3899,1054,0,1032,16078,155,616,2821,322,1068,,159,889,547,0,161,1450,5,1,995,37,427,662,0,0,10,847,42,12,111,,12,6,6612,,777,8,0,190,0,4151,228,1312,54,3637,9271,0,9,0,1,138,637,270,353,736,,506,792,2,707,5758,1645,12107,3270,252,4902,15704,5,0,0,4,0,0,,2,0,401,24,416,1,3,8,1776,1664,1,7,2156,155,2,20986,309,0,4,1614,5256,43,4,39,0,10,0,19,,54,0,2102,0,108,7320,1578,21247,78494,38,429,,0,381,4,0,0,35,27
2020-10-23,116,306,273,227,247,0,0,15718,2474,12,19,2571,803,133,363,1586,2,787,17568,55,0,2,0,167,0,1179,0,30001,0,0,1589,19,2,1,0,3033,76,3,0,13,1775,31,8569,0,0,,1210,15,1867,58,14,188,15258,25,859,6,4,0,1819,170,159,0,4,53,17,536,0,0,0,219,42213,636,18,0,1759,13476,63,11,841,0,0,730,0,0,83,0,0,4,2066,40,53370,4369,6134,3785,785,0,849,19143,38,745,2489,365,631,,169,812,582,0,250,1452,11,0,764,26,445,518,0,0,11,710,33,4,121,,12,10,6604,,688,14,0,177,0,3685,189,1357,41,4499,10003,0,11,0,0,77,518,298,0,847,,445,639,0,733,0,1911,13632,2899,249,5028,17077,35,0,0,6,0,5,,6,3,383,17,579,3,3,10,2722,1661,0,0,1897,77,4,19851,866,5,1,1625,6634,52,0,40,0,8,0,23,,41,1322,2165,1,122,7780,1563,20542,82548,58,285,,0,302,0,0,3,60,15
2020-10-24,61,302,250,0,197,0,2,11968,2213,9,18,3614,792,0,401,1094,1,811,17709,56,0,0,4,167,0,1265,0,24984,0,0,1043,11,2,0,0,1361,124,0,0,11,1636,15,8769,0,97,,1262,24,2242,55,19,160,12474,21,789,2,1,1145,1344,167,164,5,0,51,16,629,0,0,0,178,45265,0,0,0,1941,10458,89,19,935,0,1,730,0,0,34,20,1215,5,1820,86,50129,4070,5814,3204,847,0,246,19640,32,726,1820,329,947,,166,695,556,0,259,1427,6,8,990,23,480,0,0,158,2,1228,30,28,115,,1,0,6025,,833,1,10,193,0,4045,147,1423,78,2225,8655,0,1,0,0,48,403,217,0,832,,410,649,0,784,3240,2020,13628,3669,254,4761,16260,8,0,0,4,0,0,,17,2,395,18,757,0,2,14,3009,1967,0,0,1834,61,2,0,368,0,11,0,0,40,2,42,0,4,0,25,,16,1585,2091,2,134,7275,1491,23012,77461,48,199,,0,424,12,0,0,22,12
2020-10-25,81,299,263,0,355,0,0,9253,2314,10,12,2782,946,142,280,1308,0,845,15622,39,0,0,2,74,0,1135,0,12254,0,0,327,7,2,0,0,2769,74,0,0,3,1521,17,8174,0,0,,0,41,2421,32,21,130,7300,0,945,6,0,509,2021,143,167,0,0,60,7,485,0,0,0,196,6554,62,0,1,1928,9890,0,7,790,0,0,155,0,0,29,16,490,6,3149,54,45148,3732,6191,2554,1020,0,607,21273,44,493,2337,315,931,,186,708,606,0,211,1484,0,2,1639,37,597,0,0,0,3,823,84,18,125,,1,0,4360,,414,10,1,168,0,3020,91,986,81,2856,10206,0,5,0,0,62,560,160,1095,707,,453,685,0,551,5599,2209,11742,2577,205,3855,16392,6,0,0,2,0,0,,25,0,323,8,614,0,1,5,3107,1676,0,44,1622,119,5,0,351,9,4,0,0,49,0,41,0,5,0,13,,8,0,2017,0,146,6406,1359,19790,61716,44,384,,0,423,8,0,0,0,7
2020-10-26,65,288,276,287,263,0,0,11712,973,2,14,2456,527,0,278,1436,6,884,12687,0,0,3,0,99,0,703,360,18611,0,0,2243,8,0,1,223,4280,27,0,1,4,1535,16,9167,0,0,,1372,16,828,29,15,101,10273,31,1056,5,0,316,543,167,173,0,0,17,9,364,0,0,0,122,72438,572,18,5,1872,12560,85,3,714,0,0,107,0,0,3,11,752,8,2316,56,36470,3222,5960,3691,939,3,884,17007,35,410,1968,166,276,,0,682,420,0,79,796,3,0,1210,23,765,1548,0,0,4,1240,27,9,80,,13,4,4166,,308,4,1,112,0,2264,175,1426,15,1741,10348,0,1,0,0,119,245,433,422,773,,510,551,5,515,0,1602,10241,2447,262,2844,17148,7,0,0,9,0,0,,0,1,357,14,341,0,0,3,1352,1130,0,0,891,88,0,52188,541,0,10,0,17440,53,0,40,0,7,1,4,,24,3600,2198,0,114,5625,1111,20891,64973,21,360,,0,482,1,0,0,83,27
2020-10-27,104,284,287,85,227,0,0,14308,1600,15,14,2835,663,92,232,1335,0,902,13571,55,0,1,3,172,0,1555,0,29982,0,0,2569,7,1,2,0,2737,49,0,0,19,927,42,8166,0,0,,862,2,1413,83,11,91,15663,17,745,3,0,165,1014,170,165,4,0,37,12,511,4,0,0,193,34458,0,0,1,1824,13161,0,9,1256,0,0,677,184,0,35,0,657,5,2079,70,43893,3520,6968,4510,700,1,887,21989,38,646,3800,152,836,,0,775,568,0,136,1809,4,21,752,26,423,485,0,0,3,835,35,16,107,,3,0,5942,,649,10,0,182,0,3988,112,1466,54,570,10295,0,2,80,3,113,628,324,466,825,,576,671,0,448,1859,1514,16300,3299,257,4724,16342,11,0,0,2,0,1,,8,0,399,6,1053,0,4,7,1132,1523,4,0,1092,103,7,18418,457,5,7,5191,5949,67,0,43,0,3,0,25,,33,0,2209,2,64,6885,1390,22911,76764,44,214,,0,353,3,0,0,43,12
